URL,Title,Year,Make,Model,VIN,Odometer,Vehicle Type,BID,document,Image URLs
https://www.rbauction.com/2015-chevrolet-silverado-2500h-4x4-crew-cab-pickup?invId=14002092&id=ci&auction=denver-co-2023178,2015 Chevrolet Silverado 2500HD 4x4 Crew Cab Pickup,2015,Chevrolet,Silverado 2500HD,1GC2KUEG5FZ559323,"148,123 mil",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13575/754/9031bd68-cb35-48f3-bc9f-afd694ed7403-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13575/754/00ac27f0-9d32-4f94-9616-427f3b2ea27d-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13575/754/2046d1d6-2929-4c8b-93bb-bd4d6b6e6da5-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13575/754/64b7454e-fddf-498e-b21e-2fbf6816dbd4-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13575/754/7e7830cd-e8a7-4bd2-9f23-adb6c444f7a2-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13575/754/9031bd68-cb35-48f3-bc9f-afd694ed7403-hr.jpg""]"
https://www.rbauction.com/1995-ford-f250-xlt-4x4-extended-cab-pickup?invId=14010552&id=ci&auction=denver-co-2023178,1995 Ford F250 XLT 4x4 Extended Cab Pickup,1995,Ford,F250 XLT,1FTHX26FXSKA50725,"249,147 mil",Pickup,Coming soon,https://cdn.ironpla.net/inspection/Ford+Maintenance+-+Repair+Invoices_13608310.pdf,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13608/310/ce3dbbd0-9b37-4dce-b08b-32c4fee952c0-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13608/310/15f33458-6a55-4bd6-8136-174090bc7569-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13608/310/22828503-9bec-4148-8da9-e17d1ac52007-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13608/310/6cc7a9e4-ce89-4f69-880f-33a855b6370b-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13608/310/9d73dcf6-87f9-4cf4-92f9-e3005a80b654-med.jpg""]"
https://www.rbauction.com/2007-gmc-yukon-denali-sport-utility-vehicle?invId=14028340&id=ci&auction=denver-co-2023178,2007 GMC Yukon Denali SUV,2007,GMC,Yukon,1GKFK63877J327335,"191,961 mil",SUV,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13675/445/e88fb38e-5876-4f7f-9d35-eb750fb976f5-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13675/445/30bcbc2a-00cd-4afe-9bbc-74348dd0d274-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13675/445/c44bd398-71ef-45eb-8bc9-a2e292409f53-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13675/445/648747f5-587f-4b78-8b35-7eea8a2a0517-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13675/445/f42a6840-0d3d-480a-ba6d-3a10e812cc36-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13675/445/e88fb38e-5876-4f7f-9d35-eb750fb976f5-hr.jpg""]"
https://www.rbauction.com/2002-chevrolet-avalanche-4x4-pickup?invId=13998935&id=ci&auction=denver-co-2023178,2002 Chevrolet Avalanche 4x4 Pickup,2002,Chevrolet,Avalanche,3GNEK13T92G179348,"100,000 mil",Pickup,Coming soon,https://cdn.ironpla.net/inspection/2002+CHEVROLET+AVALANCHE+1500_+3GNEK13T92G179348_13567107.pdf,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13567/107/80e45a38-06ff-4fd9-b1fe-a4dbb0179b68-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13567/107/76099082-9d66-4054-aab0-26909b29c327-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13567/107/b9b44ae9-68e9-4ed7-9030-51a81cee09ce-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13567/107/c8e5013f-0d3f-43fb-9407-d7973692c71d-med.jpg""]"
https://www.rbauction.com/2014-ram-2500-laramie-4x4-crew-cab-pickup?invId=13993607&id=ci&auction=denver-co-2023178,2014 Ram 2500 Laramie 4x4 Crew Cab Pickup,2014,Ram,2500,3C6UR5FJ3EG302493,"209,962 mil",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13547/516/178ec75b-34c3-4ef7-b57b-10a0ec354b5c-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13547/516/a2c40d2f-447a-4746-9f38-5b0e2ece5da2-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13547/516/b343cd03-9902-422e-8803-7ccae927b377-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13547/516/c09d2d35-e754-405e-afac-e7fe109e32d7-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13547/516/c01affa5-bb73-44ff-bbae-8372240f9fc1-med.jpg""]"
https://www.rbauction.com/2014-ford-f150-xl-4x2-regular-cab-pickup?invId=13993822&id=ci&auction=denver-co-2023178,2014 Ford F150 XL 4x2 Regular Cab Pickup,2014,Ford,F150,1FTMF1CM3EKD04097,"128,069 mil",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13547/610/6b535dcc-e7f4-4609-80e8-6c5583f8cb5c-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13547/610/a0ef2a07-424f-49ec-aa5e-5e67d3509423-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13547/610/33b7fa2a-a5e8-4c00-adaa-bb54c772ff1d-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13547/610/9f21be67-6f2a-473c-8d92-b86c73f785aa-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13547/610/143ae1f3-ee14-4dea-b6d1-42757feef87a-med.jpg""]"
https://www.rbauction.com/2014-chevrolet-silverado-1500-4x4-extended-cab-pickup?invId=14012788&id=ci&auction=denver-co-2023178,2014 Chevrolet Silverado 1500 4x4 Extended Cab Pickup,2014,Chevrolet,Silverado 1500,1GCVKPEC1EZ193421,"204,554 mil",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13616/798/3060fe15-8aa7-457e-b595-21eb67b37c47-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13616/798/3060fe15-8aa7-457e-b595-21eb67b37c47-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13616/798/b8df4dab-1a9d-49db-8d68-a2d99f811190-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13616/798/a691f45a-89d4-4ed2-99d2-55ea98872df5-med.jpg""]"
https://www.rbauction.com/2012-ford-f-250-xl-4x4-extended-cab-pickup?invId=13967679&id=ci&auction=denver-co-2023178,2012 Ford F-250 XL 4x4 Extended Cab Pickup,2012,Ford,F-250,1FT7X2B69CEC68561,"126,387 mil",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13314/342/06db72c2-9b9e-49b5-9227-5e6783273d7b-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13314/342/06db72c2-9b9e-49b5-9227-5e6783273d7b-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13314/342/a3c2467e-3bcf-39c7-973a-7eeda329990c-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13314/342/ade4e574-e6bc-3518-b48e-7ff00875d017-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13314/342/ea6e2d2c-8b23-3967-867d-10d293bf514a-med.jpg""]"
https://www.rbauction.com/2013-ford-f150-4x4-extended-cab-pickup?invId=14012746&id=ci&auction=denver-co-2023178,2013 Ford F150 4x4 Extended Cab Pickup,2013,Ford,F150,1FTFX1EF5DKD91343,"175,598 mil",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13616/792/bda570d5-bf63-4d52-875c-26e98d51ddf7-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13616/792/bda570d5-bf63-4d52-875c-26e98d51ddf7-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13616/792/5b7c5a37-5ca8-422b-b548-748cccc69f67-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13616/792/1b113a91-5f46-4b5a-8b6a-1834ba126c9e-med.jpg""]"
https://www.rbauction.com/2012-ford-f-350-4x4-crew-cab-pickup?invId=14001553&id=ci&auction=denver-co-2023178,2012 Ford F-350 4x4 Crew Cab Pickup,2012,Ford,F-350,1FT7W3B6XCEB42248,"203,727 mil",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13574/283/83764c0e-1bc7-4351-82c9-3108d05472df-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13574/283/83764c0e-1bc7-4351-82c9-3108d05472df-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13574/283/7b07d3d5-4f4f-43c7-81f5-929a998e3df5-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13574/283/4b6dd11e-5e96-4ec2-a11a-00af48d4d9ec-med.jpg""]"
https://www.rbauction.com/2005-international-3000-4x2-school-bus?invId=13976995&id=ci&auction=denver-co-2023178,2005 International 3000 4x2 School Bus,2005,International,3000,4DRBVAAP65A987695,"85,999 mil",Bus,,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13510/719/536dbfbd-dc6c-463a-852c-e2203d452572-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13510/719/536dbfbd-dc6c-463a-852c-e2203d452572-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13510/719/807cbda2-55aa-4f5d-99fb-58bdd3b9855b-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13510/719/70a5dfe0-d049-45aa-8102-b213b5c765ee-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13510/719/379cac26-81ef-45b6-a687-6a73fa447849-med.jpg""]"
https://www.rbauction.com/2014-chevrolet-silverado-1500-lt-4x4-crew-cab-pickup?invId=13963651&id=ci&auction=denver-co-2023178,2014 Chevrolet Silverado 1500 LT 4x4 Crew Cab Pickup,2014,Chevrolet,Silverado 1500,1GCVKREC4EZ383645,"231,907 mil",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12058/14/03c9d2bd-b2c9-40ba-af62-e761838e2fc7-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12058/14/3396929e-8ece-4050-a398-1e8d78256f5b-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12058/14/ba27b187-76b1-47b7-8ff1-53e8176219b6-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12058/14/a268dbc2-ffc3-43c6-877b-72958b474987-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12058/14/b582279f-0b12-464c-a347-da74cb950f10-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12058/14/03c9d2bd-b2c9-40ba-af62-e761838e2fc7-hr.jpg""]"
https://www.rbauction.com/2012-dodge-ram-2500-4x4-pickup?invId=13998856&id=ci&auction=denver-co-2023178,2012 Dodge Ram 2500 4x4 Pickup,2012,Dodge,Ram 2500,3C6LD5AT3CG204953,"184,461 mil",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13566/696/c65a5e99-94ba-49e6-b1ea-3352e7fc995b-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13566/696/c65a5e99-94ba-49e6-b1ea-3352e7fc995b-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13566/696/ccf6a5ad-eab7-4f4a-8f8c-303971365863-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13566/696/66925493-e46c-4040-bd5f-2b8cf63ef252-med.jpg""]"
https://www.rbauction.com/2014-ford-f-350-xl-pickup?invId=13955282&id=ci&auction=denver-co-2023178,2014 Ford F-350 XL Utility Truck,2014,Ford,F-350,1FDRF3B6XEEA36261,"255,241 mil",Utility Truck,,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13304/902/27876dd2-adac-4c58-a820-8f386c0a022a-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13304/902/27876dd2-adac-4c58-a820-8f386c0a022a-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13304/902/937a2d9b-675b-450c-9366-6e3f99f99d69-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13304/902/b9c4ad77-8161-47a2-9c3d-063c67a3e0b6-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13304/902/05e27ad9-f3c2-4921-9825-add3d74745c9-med.jpg""]"
https://www.rbauction.com/2008-ford-f-250-xlt-4x4-crew-cab-pickup?invId=13967668&id=ci&auction=denver-co-2023178,2008 Ford F-250 XLT 4x4 Crew Cab Pickup,2008,Ford,F-250,1FTSW21508EA88995,"99,786 mil",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13314/339/b36e51f2-8cfd-41fa-904d-60fce3d073fb-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13314/339/ad677bc3-83f2-4f2a-8e37-93d15a9824c4-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13314/339/a41647ba-d19e-4ba6-8cae-189c562aa0cf-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13314/339/f1d5b533-0873-4bc2-9f18-32c7931be4cc-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13314/339/234a426b-a7c6-488f-ae5e-3a1f90d5873f-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13314/339/b36e51f2-8cfd-41fa-904d-60fce3d073fb-hr.jpg""]"
https://www.rbauction.com/2011-ford-f150-xlt-4x4-extended-cab-pickup?invId=14024540&id=ci&auction=denver-co-2023178,2011 Ford F-150 XLT 4x4 Extended Cab Pickup,2011,Ford,F-150,1FTFX1EF8BKD41386,"160,405 mil",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13301/16/c0fbbecd-2965-4ad4-87e1-e2c73c601c31-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13301/16/ece7ebe1-482b-40f9-8247-97cb4e07a60b-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13301/16/6493003e-f424-4d2c-8bcc-160e0d511d85-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13301/16/d586b640-3701-4fdd-a979-6d3be10a128f-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13301/16/ee9c0cad-f01d-481f-a4ff-4e2d1dcb9a6d-med.jpg""]"
https://www.rbauction.com/2010-ford-f150-xlt-4x4-extended-cab-pickup?invId=14024541&id=ci&auction=denver-co-2023178,2010 Ford F150 XLT 4x4 Extended Cab Pickup,2010,Ford,F150,1FTFX1EV6AFB44764,"265,235 mil",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13301/17/d09a03a6-55c4-49f5-a5d8-d7cc3e8c9702-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13301/17/1fe539da-f004-4a38-a1e2-58c13a1a84b8-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13301/17/6bc1d1c9-311a-44bb-995e-3bdd3163f274-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13301/17/6acb15d7-d99c-4c9b-a6ea-b98ca82a1614-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13301/17/02124494-98bf-4e35-8ecc-8f6df0435d80-med.jpg""]"
https://www.rbauction.com/2013-nissan-nv-2500-4x2-van-8-passenger?invId=13989221&id=ci&auction=denver-co-2023178,2013 Nissan NV 2500 4x2 Van,2013,Nissan,NV 2500,1N6AF0KY7DN103153,"153,882 mil",Van,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13530/806/a2cd5847-0077-439f-bcbb-0cb46c03960e-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13530/806/7af7ad59-f6f1-44d4-bd73-3f32ac40415f-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13530/806/5eadad00-aac1-4caf-ae18-4466e92cf2ad-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13530/806/33144733-6bbe-440f-a6f8-588837122ade-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13530/806/54722874-7e20-41d8-8b89-081cb7b589a2-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13530/806/a2cd5847-0077-439f-bcbb-0cb46c03960e-hr.jpg""]"
https://www.rbauction.com/2013-nissan-nv-4x2-van-8-passenger?invId=13989219&id=ci&auction=denver-co-2023178,2013 Nissan NV 4x2 Van,2013,Nissan,NV,1N6AF0KY8DN100634,"131,993 mil",Van,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13530/805/a00618b6-215a-4134-988f-c87cf60277f0-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13530/805/7a32068e-1aff-4066-838a-d4e9d5cdb49b-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13530/805/2029c377-a555-4f02-9fa1-b093815f8bed-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13530/805/a98568cc-4cef-4bcb-b6bc-9bdbd2a38ab4-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13530/805/88d118b8-3d51-4356-9ae9-5b23549ad76d-med.jpg""]"
https://www.rbauction.com/2012-ford-f-350-4x4-extended-cab-pickup?invId=14001551&id=ci&auction=denver-co-2023178,2012 Ford F-350 4x4 Extended Cab Pickup,2012,Ford,F-350,1FT7X3B61CEB42281,"260,406 mil",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13574/282/90fb83c4-0e37-4528-827f-215e097bbda1-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13574/282/90fb83c4-0e37-4528-827f-215e097bbda1-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13574/282/246a9ea8-8f9d-3759-a8c2-c283af5c6dd9-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13574/282/1a1a4bba-079c-30ed-b7ed-cad8a85c4295-med.jpg""]"
https://www.rbauction.com/2013-chevrolet-silverado-2500h-4x4-extended-cab-pickup?invId=13967400&id=ci&auction=denver-co-2023178,2013 Chevrolet Silverado 2500HD 4x4 Extended Cab Pickup,2013,Chevrolet,Silverado 2500HD,1GC2KXCG4DZ288644,"191,438 mil",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13450/691/33e9c94b-2910-47d7-a0de-c22c3d2d2c2a-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13450/691/33e9c94b-2910-47d7-a0de-c22c3d2d2c2a-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13450/691/b5e784ac-30bf-4eb7-ac83-0be5fc74f147-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13450/691/01a34352-f976-48ca-aa1d-b136dd314ce4-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13450/691/22ff64f3-851c-4778-a87d-2cfe9dd8994e-med.jpg""]"
https://www.rbauction.com/2012-ford-f-350-4x4-crew-cab-pickup?invId=14001535&id=ci&auction=denver-co-2023178,2012 Ford F-350 4x4 Crew Cab Pickup,2012,Ford,F-350,1FT7W3B65CEA70973,"260,416 mil",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13574/286/e7a1e2f0-7747-4825-a59e-ec7e6af7a296-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13574/286/e7a1e2f0-7747-4825-a59e-ec7e6af7a296-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13574/286/b1718d1e-ef33-42c1-beeb-e89a4850685d-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13574/286/48a24920-e4a3-4f05-b4bd-d633cc2d3440-med.jpg""]"
https://www.rbauction.com/2013-ford-f-150-xl-4x2-extended-cab-pickup?invId=13969159&id=ci&auction=denver-co-2023178,2013 Ford F-150 XL 4x2 Extended Cab Pickup,2013,Ford,F-150,1FTFX1CT2DKF06375,"148,914 mil",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13457/72/f6bcfd69-4788-4ef4-91b6-4a892b86cfe2-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13457/72/f6bcfd69-4788-4ef4-91b6-4a892b86cfe2-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13457/72/63108ab5-0c5f-3962-991d-56c38d6aea9e-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13457/72/8655b544-006e-3e7e-919e-398cec4e9c8e-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13457/72/668c74e9-dca7-30ef-9874-6afc2a2cb310-med.jpg""]"
https://www.rbauction.com/2010-chevrolet-1500-lt-4x4-extended-cab-pickup?invId=14024519&id=ci&auction=denver-co-2023178,2010 Chevrolet 1500 LT 4x4 Extended Cab Pickup,2010,Chevrolet,1500,1GCSKSE30AZ212122,"205,641 mil",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13301/15/f1cb1aca-e5ca-4532-ac1c-e0234786adb7-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13301/15/c732616e-5daa-47bc-b660-1f74f72d287e-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13301/15/077d7678-b7b6-4ebf-9db2-0774cc5344a8-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13301/15/e354d319-1211-4845-8bd0-556fbf7f40e0-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13301/15/6441c67c-b51f-484f-baf6-cb771b7db727-med.jpg""]"
https://www.rbauction.com/2012-chevrolet-c1500-4x4-crew-cab-pickup?invId=14035429&id=ci&auction=denver-co-2023178,2012 Chevrolet C1500 4x4 Crew Cab Pickup,2012,Chevrolet,C1500,3GCPKPEA8CG113178,"221,201 mil",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13698/499/b7df916d-6c2a-4eef-8cad-5889370daaf4-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13698/499/fae311ba-208c-4b0c-82b9-698656c76fd0-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13698/499/5c9305ee-b45a-4212-be1d-82659277c854-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13698/499/b6c82e8e-435e-4b55-9b93-528c6ace360a-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13698/499/1fcca4ab-2606-4d69-ac04-e1b767efbbfd-med.jpg""]"
https://www.rbauction.com/2008-chevrolet-silverado-1500-4x4-extended-cab-pickup?invId=14024520&id=ci&auction=denver-co-2023178,2008 Chevrolet Silverado 1500 4x4 Extended Cab Pickup,2008,Chevrolet,Silverado 1500,2GCEK19J381301671,"187,568 mil",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13301/18/6493d37f-7eea-4d2e-8367-9a9af959734d-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13301/18/6fee955d-22b3-4a71-a8da-ce9167d8dcae-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13301/18/f6b95b45-87cb-4631-bd52-9ec29910592a-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13301/18/08593e05-0132-426c-b175-7c23fa9fd47b-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13301/18/a1751511-e3a1-402c-8da9-196900405b25-med.jpg""]"
https://www.rbauction.com/1996-jeep-cherokee-4wd-sport-utility-vehicle?invId=13984149&id=ci&auction=denver-co-2023178,1996 Jeep Cherokee 4WD SUV,1996,Jeep,Cherokee,1J4FJ68S1TL136442,"200,201 mil",SUV,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13515/886/0fe36337-9877-4d1b-8c9b-76865c90ebc0-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13515/886/0fe36337-9877-4d1b-8c9b-76865c90ebc0-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13515/886/0213d056-cc30-4121-aa57-33735619c15f-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13515/886/cdeac257-635c-4b9b-a7a3-dd4dfa7d56f1-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13515/886/ab51b4fb-ee59-4594-bc38-80eddd315abc-med.jpg""]"
https://www.rbauction.com/2007-dodge-ram-2500-4x4-crew-cab-pickup?invId=13963466&id=ci&auction=denver-co-2023178,2007 Dodge Ram 2500 4x4 Crew Cab Utility Truck,2007,Dodge,Ram 2500,1D7KS28D07J578549,"241,183 mil",Utility Truck,,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12199/833/477f9228-d04a-4951-ac44-77567dcabd7e-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12199/833/9919e87e-67d4-40fc-9bd0-cda73e424bbb-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12199/833/9f687147-20d0-4b50-bb45-21853b217550-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12199/833/6aa47ae7-ffa5-48f3-ac1f-71863e014554-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12199/833/837c17c0-d4d6-4d51-9b81-66b83ba0e6ea-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12199/833/477f9228-d04a-4951-ac44-77567dcabd7e-hr.jpg""]"
